Receipt#,Total Amount,Total Items,Date,Void Count,Void Amount,Return Count,Return Amount,Cashier Name,Register ID
1299,320.03,27,2023-11-17 16:14:04.255599,3,19.43,0,0.0,Ali,5
1300,354.71,29,2023-09-16 16:14:04.255605,1,19.63,2,7.58,Ramzan,5
1301,20.64,3,2024-08-07 16:14:04.255610,0,0.0,1,3.44,Junaid,2
1302,468.43,44,2023-10-27 16:14:04.255615,3,5.71,1,20.13,Asif,5
1303,30.73,13,2023-12-22 16:14:04.255621,3,17.6,2,17.02,Junaid,2
1304,272.94,45,2024-04-08 16:14:04.255626,2,22.89,1,1.63,Arif,1
1305,355.98,10,2024-05-07 16:14:04.255632,0,0.0,0,0.0,Arif,1
1306,436.13,36,2023-10-27 16:14:04.255637,1,8.63,2,22.53,Arif,1
1307,358.47,9,2024-03-05 16:14:04.255642,1,33.68,0,0.0,Arif,2
1308,401.86,27,2024-05-12 16:14:04.255647,1,40.03,0,0.0,Ali,2
1309,173.03,34,2023-10-12 16:14:04.255652,0,0.0,0,0.0,Asif,4
1310,408.34,1,2024-05-27 16:14:04.255657,1,45.93,2,29.7,Asif,5
1311,44.66,32,2023-10-20 16:14:04.255668,1,29.51,1,16.47,Junaid,5
1312,447.93,25,2024-04-26 16:14:04.255673,1,33.61,0,0.0,Ramzan,4
1313,276.06,29,2023-09-20 16:14:04.255678,2,15.66,0,0.0,Junaid,4
1314,409.56,7,2023-09-30 16:14:04.255683,2,11.93,0,0.0,Junaid,1
1315,228.9,49,2023-09-19 16:14:04.255688,0,0.0,1,19.34,Junaid,4
1316,323.57,3,2024-06-23 16:14:04.255693,0,0.0,1,2.19,Junaid,2
1317,265.57,20,2023-10-16 16:14:04.255698,1,5.85,2,20.15,Asif,3
1318,367.14,20,2024-07-14 16:14:04.255703,2,18.67,1,7.52,Ramzan,2
1319,45.41,30,2023-10-16 16:14:04.255707,3,7.07,2,5.92,Junaid,4
1320,34.87,35,2023-10-07 16:14:04.255712,3,19.42,2,17.42,Asif,5
1321,127.32,35,2024-08-12 16:14:04.255717,1,29.82,2,28.55,Junaid,2
1322,83.97,49,2024-03-27 16:14:04.255722,1,28.74,2,10.71,Arif,5
1323,436.53,39,2024-01-20 16:14:04.255726,2,21.15,2,20.14,Junaid,2
1324,113.51,27,2024-08-15 16:14:04.255731,2,24.33,0,0.0,Junaid,5
1325,488.05,26,2023-11-10 16:14:04.255737,2,26.87,1,7.04,Ali,2
1326,171.76,14,2024-02-28 16:14:04.255742,0,0.0,0,0.0,Arif,5
1327,95.15,17,2024-06-26 16:14:04.255746,0,0.0,2,8.55,Ramzan,3
1328,395.9,18,2024-07-17 16:14:04.255755,1,45.96,1,2.09,Junaid,1
1329,331.06,45,2024-04-03 16:14:04.255760,0,0.0,0,0.0,Ramzan,2
1330,251.61,29,2024-03-18 16:14:04.255766,2,46.53,0,0.0,Arif,3
1331,279.9,20,2024-02-02 16:14:04.255770,2,8.66,2,5.8,Junaid,1
1332,361.0,27,2024-06-04 16:14:04.255775,0,0.0,0,0.0,Ali,2
1333,118.09,18,2024-05-22 16:14:04.255779,3,8.34,0,0.0,Asif,3
1334,498.19,4,2024-06-26 16:14:04.255784,1,14.44,0,0.0,Ali,3
1335,487.52,1,2023-11-30 16:14:04.255788,3,9.35,0,0.0,Ali,3
1336,326.91,50,2024-02-27 16:14:04.255793,1,42.1,0,0.0,Asif,4
1337,103.77,1,2023-12-05 16:14:04.255799,3,30.97,2,14.58,Asif,5
1338,341.71,26,2023-12-20 16:14:04.255807,0,0.0,2,9.85,Asif,1
1339,40.74,45,2024-04-15 16:14:04.255812,1,43.28,0,0.0,Junaid,5
1340,20.17,20,2024-06-09 16:14:04.255817,1,47.59,2,19.78,Ramzan,5
1341,132.55,23,2024-04-23 16:14:04.255821,1,24.23,2,20.8,Ramzan,5
1342,234.0,10,2023-12-30 16:14:04.255826,2,9.76,1,4.57,Asif,3
1343,434.79,11,2024-04-03 16:14:04.255831,2,19.2,0,0.0,Ali,5
1344,364.95,41,2024-03-12 16:14:04.255836,3,28.08,2,17.01,Arif,4
1345,372.64,41,2024-07-05 16:14:04.255841,0,0.0,2,24.23,Asif,2
1346,215.62,5,2024-01-06 16:14:04.255846,2,32.65,0,0.0,Ali,3
1347,176.24,1,2024-07-25 16:14:04.255850,1,20.46,1,28.76,Ali,1
1348,188.66,17,2024-06-21 16:14:04.255855,2,24.59,0,0.0,Junaid,2
1349,493.89,22,2024-05-09 16:14:04.255859,0,0.0,1,5.06,Junaid,2
1350,24.85,34,2023-09-21 16:14:04.255865,2,35.51,0,0.0,Ramzan,2
1351,434.18,45,2023-09-22 16:14:04.255870,1,22.19,0,0.0,Ramzan,5
1352,291.44,41,2024-02-11 16:14:04.255875,3,8.36,0,0.0,Arif,5
1353,222.11,29,2023-11-21 16:14:04.255880,1,28.27,0,0.0,Arif,3
1354,364.0,4,2024-02-27 16:14:04.255886,0,0.0,1,9.4,Arif,5
1355,245.9,5,2024-07-17 16:14:04.255891,3,39.79,1,23.57,Arif,5
1356,437.34,11,2024-02-12 16:14:04.255896,2,11.03,2,21.37,Ali,5
1357,450.85,21,2024-08-25 16:14:04.255901,2,1.63,0,0.0,Ali,3
1358,213.75,35,2024-04-19 16:14:04.255906,2,11.24,1,19.23,Ramzan,3
1359,142.03,12,2023-12-02 16:14:04.256034,3,14.43,1,8.3,Junaid,4
1360,298.21,26,2024-06-30 16:14:04.256043,1,39.04,1,10.78,Junaid,4
1361,456.62,19,2024-01-13 16:14:04.256048,3,28.28,0,0.0,Asif,4
1362,109.28,45,2024-02-26 16:14:04.256053,3,38.63,2,20.39,Ali,4
1363,313.37,7,2023-09-23 16:14:04.256058,0,0.0,1,9.95,Arif,2
1364,317.62,47,2023-09-23 16:14:04.256064,3,24.77,0,0.0,Arif,2
1365,367.89,7,2024-04-20 16:14:04.256069,2,25.54,1,14.4,Asif,4
1366,70.13,26,2023-11-07 16:14:04.256074,1,28.64,1,13.36,Junaid,4
1367,359.33,40,2024-02-19 16:14:04.256079,1,13.39,2,23.24,Arif,1
1368,454.97,5,2023-10-11 16:14:04.256084,1,27.16,1,14.61,Junaid,2
1369,93.94,21,2024-02-24 16:14:04.256090,2,49.54,1,3.26,Asif,1
1370,122.58,14,2024-07-08 16:14:04.256095,2,27.1,0,0.0,Junaid,1
1371,485.84,4,2023-09-22 16:14:04.256100,2,37.84,0,0.0,Junaid,5
1372,94.58,23,2024-05-05 16:14:04.256105,2,38.0,2,19.37,Junaid,3
1373,427.92,42,2024-01-04 16:14:04.256111,2,22.07,0,0.0,Arif,2
1374,248.68,20,2024-08-20 16:14:04.256116,3,10.93,0,0.0,Ramzan,4
1375,127.38,15,2023-10-20 16:14:04.256121,2,21.26,2,2.46,Ali,4
1376,436.02,50,2023-11-19 16:14:04.256126,2,36.8,1,8.42,Junaid,3
1377,225.43,45,2024-03-18 16:14:04.256132,2,32.68,2,24.79,Junaid,2
1378,259.83,29,2023-10-25 16:14:04.256137,2,12.38,0,0.0,Junaid,4
1379,182.82,8,2024-05-11 16:14:04.256143,1,43.74,2,26.74,Ramzan,4
1380,298.51,41,2023-10-06 16:14:04.256148,2,1.61,1,5.89,Asif,5
1381,85.94,48,2024-07-31 16:14:04.256153,3,13.14,2,22.01,Arif,1
1382,198.59,19,2023-10-12 16:14:04.256158,3,43.11,0,0.0,Ramzan,4
1383,484.86,48,2024-01-08 16:14:04.256164,3,4.35,0,0.0,Junaid,2
1384,132.78,39,2023-09-09 16:14:04.256169,0,0.0,2,18.8,Ramzan,3
1385,330.08,46,2024-03-31 16:14:04.256174,1,43.26,1,21.82,Ramzan,5
1386,165.97,28,2023-10-05 16:14:04.256180,2,5.87,2,26.76,Ramzan,2
1387,387.87,46,2024-02-05 16:14:04.256185,0,0.0,1,25.49,Asif,5
1388,69.78,27,2024-07-04 16:14:04.256190,2,40.59,1,18.95,Ali,1
1389,485.06,4,2024-06-22 16:14:04.256195,0,0.0,2,24.38,Arif,4
1390,229.63,15,2024-08-09 16:14:04.256200,0,0.0,1,17.37,Asif,2
1391,121.84,35,2024-08-13 16:14:04.256204,3,10.49,0,0.0,Asif,3
1392,41.38,37,2024-03-30 16:14:04.256210,3,36.88,2,23.08,Ali,1
1393,89.03,1,2023-12-24 16:14:04.256215,0,0.0,1,6.38,Asif,1
1394,262.29,3,2024-07-04 16:14:04.256220,3,34.46,0,0.0,Ramzan,5
1395,171.82,47,2024-07-14 16:14:04.256225,0,0.0,2,1.1,Ramzan,1
1396,415.3,24,2024-05-04 16:14:04.256235,1,43.05,0,0.0,Junaid,2
1397,218.29,27,2023-12-01 16:14:04.256240,3,30.51,0,0.0,Asif,5
1398,128.11,40,2024-06-24 16:14:04.256245,3,21.41,0,0.0,Junaid,1
1399,310.49,36,2024-02-16 16:14:04.256250,3,30.81,1,7.82,Arif,3
1400,354.85,34,2024-01-13 16:14:04.256255,1,39.24,2,26.82,Ramzan,2
1401,87.69,29,2024-02-25 16:14:04.256260,0,0.0,2,16.19,Arif,3
1402,87.97,24,2023-09-24 16:14:04.256265,2,40.68,1,19.62,Ali,3
1403,23.15,24,2023-09-11 16:14:04.256271,3,40.27,2,4.46,Ramzan,5
1404,369.52,42,2023-11-30 16:14:04.256277,0,0.0,0,0.0,Arif,4
1405,333.58,4,2024-01-31 16:14:04.256283,1,28.5,2,11.77,Ali,5
1406,239.94,3,2023-11-06 16:14:04.256302,2,26.61,1,26.74,Arif,2
1407,422.86,34,2024-06-14 16:14:04.256309,3,29.84,0,0.0,Ali,2
1408,403.81,49,2024-02-02 16:14:04.256315,1,8.42,1,17.69,Ali,5
1409,294.75,23,2023-10-02 16:14:04.256322,1,48.95,0,0.0,Ramzan,4
1410,434.79,23,2024-07-13 16:14:04.256327,2,14.63,0,0.0,Junaid,5
1411,106.89,45,2023-12-26 16:14:04.256333,0,0.0,2,25.71,Ali,2
1412,60.4,5,2023-10-22 16:14:04.256374,3,28.64,0,0.0,Ali,4
1413,138.53,31,2024-02-06 16:14:04.256385,3,47.62,1,4.02,Ramzan,2
1414,33.26,41,2024-04-11 16:14:04.256390,0,0.0,2,15.03,Junaid,4
1415,267.93,6,2024-08-16 16:14:04.256395,0,0.0,1,2.72,Asif,4
1416,468.62,37,2023-09-14 16:14:04.256400,0,0.0,0,0.0,Asif,5
1417,24.48,10,2024-02-25 16:14:04.256405,2,25.72,1,10.92,Junaid,5
1418,65.44,40,2024-05-13 16:14:04.256410,2,45.01,1,0.32,Arif,5
1419,228.84,7,2024-01-18 16:14:04.256415,3,40.76,0,0.0,Ramzan,4
1420,467.27,39,2024-01-18 16:14:04.256420,2,6.78,2,7.17,Junaid,4
1421,161.5,38,2024-05-04 16:14:04.256424,1,37.5,1,28.92,Asif,2
1422,256.08,21,2024-02-29 16:14:04.256429,3,20.58,0,0.0,Ali,3
1423,25.58,20,2024-07-13 16:14:04.256434,2,2.96,2,29.46,Asif,5
1424,78.43,3,2023-09-16 16:14:04.256439,0,0.0,2,20.52,Ali,2
1425,493.38,22,2024-02-26 16:14:04.256444,1,13.87,2,22.72,Ramzan,2
1426,482.73,47,2023-11-28 16:14:04.256449,0,0.0,1,4.21,Ali,1
1427,7.45,4,2023-10-07 16:14:04.256455,3,32.79,1,4.78,Junaid,5
1428,476.15,28,2024-03-02 16:14:04.256460,0,0.0,1,16.99,Ali,2
1429,321.36,12,2024-08-01 16:14:04.256465,2,35.07,2,16.97,Arif,1
1430,434.62,38,2024-02-11 16:14:04.256470,2,6.63,1,26.17,Junaid,5
1431,230.1,36,2024-04-13 16:14:04.256475,3,7.31,0,0.0,Ramzan,4
1432,260.22,47,2024-05-27 16:14:04.256480,0,0.0,1,4.39,Junaid,1
1433,246.98,41,2024-07-01 16:14:04.256485,3,16.1,1,21.96,Arif,4
1434,335.1,5,2024-01-13 16:14:04.256490,0,0.0,2,28.18,Ramzan,3
1435,74.13,13,2024-07-17 16:14:04.256496,1,12.38,1,1.21,Asif,3
1436,19.84,23,2023-09-28 16:14:04.256501,2,42.18,0,0.0,Arif,3
1437,157.43,50,2024-05-16 16:14:04.256507,3,19.64,2,22.84,Ramzan,3
1438,353.82,30,2023-10-09 16:14:04.256512,1,7.11,0,0.0,Ali,2
1439,104.92,37,2023-10-10 16:14:04.256518,1,31.62,2,6.95,Junaid,3
1440,338.35,25,2023-11-01 16:14:04.256523,3,31.39,2,7.93,Ramzan,2
1441,485.11,48,2024-08-22 16:14:04.256528,3,18.76,1,7.02,Junaid,2
1442,51.48,27,2024-08-07 16:14:04.256533,1,3.78,0,0.0,Ali,5
1443,337.94,14,2024-03-15 16:14:04.256538,0,0.0,2,20.06,Ramzan,2
1444,224.66,48,2024-04-30 16:14:04.256544,1,39.73,1,15.54,Asif,2
1445,434.73,47,2024-06-29 16:14:04.256549,3,38.44,2,23.74,Arif,3
1446,92.69,36,2023-11-17 16:14:04.256554,1,20.14,2,11.64,Ramzan,2
1447,347.85,39,2024-05-19 16:14:04.256560,0,0.0,2,27.54,Ali,4
1448,419.87,16,2024-07-28 16:14:04.256565,2,37.49,2,26.45,Ramzan,3
1449,472.58,22,2023-11-23 16:14:04.256570,2,34.74,2,1.2,Junaid,1
1450,343.21,21,2024-05-18 16:14:04.256576,1,43.87,2,19.46,Ramzan,3
1451,251.1,21,2023-11-06 16:14:04.256581,0,0.0,1,3.1,Asif,2
1452,310.83,8,2024-05-14 16:14:04.256586,2,22.73,2,29.05,Ramzan,4
1453,435.11,49,2024-05-05 16:14:04.256591,1,24.4,0,0.0,Arif,3
1454,287.45,16,2024-03-17 16:14:04.256597,1,29.1,1,19.01,Ramzan,4
1455,20.04,31,2024-06-18 16:14:04.256602,0,0.0,0,0.0,Junaid,1
1456,465.82,42,2023-11-01 16:14:04.256608,3,43.45,2,8.2,Ramzan,1
1457,346.32,10,2024-08-31 16:14:04.256614,1,42.36,0,0.0,Asif,5
1458,339.87,32,2024-04-13 16:14:04.256619,3,4.66,2,22.26,Ali,5
1459,111.76,34,2024-06-19 16:14:04.256624,3,48.61,2,17.36,Ramzan,3
1460,331.15,9,2024-06-27 16:14:04.256629,2,31.74,1,17.1,Ramzan,5
1461,199.96,17,2023-11-30 16:14:04.256634,3,34.86,1,11.3,Arif,4
1462,327.36,11,2024-04-26 16:14:04.256640,0,0.0,2,11.36,Asif,5
1463,57.76,32,2024-06-04 16:14:04.256645,2,42.51,1,17.63,Ali,4
1464,330.63,10,2024-07-07 16:14:04.256650,2,39.78,0,0.0,Junaid,5
1465,499.71,22,2023-09-29 16:14:04.256656,2,19.89,1,26.95,Ramzan,5
1466,28.86,17,2024-08-19 16:14:04.256661,1,48.41,1,2.34,Ali,5
1467,488.7,4,2024-06-26 16:14:04.256666,1,41.24,0,0.0,Junaid,2
1468,206.42,48,2024-08-25 16:14:04.256672,3,24.74,1,7.55,Asif,2
1469,436.02,47,2024-03-02 16:14:04.256677,2,16.14,2,29.18,Asif,5
1470,392.28,25,2024-05-03 16:14:04.256682,2,14.18,0,0.0,Ali,4
1471,285.67,21,2023-11-05 16:14:04.256688,0,0.0,2,6.69,Junaid,3
1472,370.53,37,2024-03-20 16:14:04.256693,3,27.37,0,0.0,Asif,1
1473,439.87,38,2024-08-24 16:14:04.256698,0,0.0,2,12.18,Ali,2
1474,205.05,49,2024-06-04 16:14:04.256703,3,6.53,2,24.52,Asif,5
1475,166.88,1,2024-04-19 16:14:04.256708,3,42.62,1,10.35,Asif,1
1476,335.46,25,2024-08-06 16:14:04.256713,1,39.42,2,23.78,Asif,2
1477,404.88,36,2024-06-29 16:14:04.256718,1,44.71,1,26.62,Arif,3
1478,382.33,17,2024-01-30 16:14:04.256723,0,0.0,0,0.0,Junaid,4
1479,399.92,41,2023-12-07 16:14:04.256729,3,38.11,2,0.2,Ali,5
1480,220.61,24,2024-07-05 16:14:04.256734,2,2.3,2,26.46,Ali,3
1481,409.83,2,2024-07-31 16:14:04.256739,1,31.31,0,0.0,Junaid,2
1482,64.5,40,2024-01-02 16:14:04.256744,2,41.84,0,0.0,Junaid,5
1483,274.52,15,2024-01-16 16:14:04.256749,0,0.0,2,13.2,Junaid,1
1484,7.85,32,2024-02-29 16:14:04.256754,1,0.81,0,0.0,Junaid,4
1485,165.67,39,2023-12-14 16:14:04.256760,1,46.47,1,6.9,Ramzan,2
1486,186.4,6,2023-11-03 16:14:04.256765,3,7.9,0,0.0,Ali,4
1487,201.11,1,2024-07-08 16:14:04.256772,0,0.0,0,0.0,Ramzan,5
1488,349.26,47,2024-01-14 16:14:04.256777,3,22.83,2,15.44,Asif,3
1489,197.34,23,2023-12-19 16:14:04.256782,1,49.59,1,8.42,Asif,4
1490,227.1,39,2024-05-11 16:14:04.256788,0,0.0,0,0.0,Ali,1
1491,122.58,17,2023-10-23 16:14:04.256793,1,21.39,1,4.51,Asif,2
1492,189.76,34,2024-08-10 16:14:04.256798,0,0.0,1,4.72,Junaid,1
1493,117.5,41,2023-09-30 16:14:04.256803,1,49.78,1,18.06,Ramzan,4
1494,41.23,29,2023-12-10 16:14:04.256810,2,45.47,2,24.51,Junaid,3
1495,303.71,9,2024-03-31 16:14:04.256815,2,44.11,0,0.0,Asif,3
1496,335.77,13,2024-01-11 16:14:04.256820,3,15.09,2,19.83,Ramzan,1
1497,311.65,6,2023-10-08 16:14:04.256825,2,43.72,0,0.0,Junaid,5
1498,234.43,6,2024-08-17 16:14:04.256830,1,43.83,0,0.0,Ali,5
1499,192.99,20,2024-08-01 16:14:04.256836,1,4.67,2,12.44,Junaid,3
1500,432.35,3,2023-12-31 16:14:04.256841,2,18.02,1,9.91,Asif,1
1501,261.95,17,2024-02-09 16:14:04.256846,3,4.12,1,3.4,Ramzan,1
1502,242.2,49,2024-01-27 16:14:04.256851,2,33.23,0,0.0,Ali,1
1503,17.69,12,2023-09-16 16:14:04.256856,0,0.0,2,20.26,Ramzan,4
1504,173.92,48,2024-07-08 16:14:04.256862,0,0.0,1,14.37,Ali,5
1505,193.2,47,2023-12-25 16:14:04.256867,0,0.0,1,17.72,Ramzan,5
1506,202.42,45,2023-09-03 16:14:04.256872,2,32.45,0,0.0,Asif,4
1507,292.19,1,2024-01-18 16:14:04.256878,2,2.59,0,0.0,Ali,2
1508,269.13,17,2024-07-26 16:14:04.256883,2,31.28,2,19.42,Arif,4
1509,305.91,3,2024-07-22 16:14:04.256888,0,0.0,0,0.0,Ramzan,1
1510,383.62,26,2024-03-21 16:14:04.256893,3,36.3,1,12.33,Ramzan,4
1511,407.43,15,2023-10-26 16:14:04.256900,1,37.76,1,7.31,Junaid,1
1512,360.47,36,2024-06-18 16:14:04.256906,2,21.46,1,3.84,Ali,3
1513,477.98,32,2024-07-30 16:14:04.256916,3,4.56,1,17.77,Arif,1
1514,14.03,32,2024-06-29 16:14:04.256921,1,4.76,2,4.04,Asif,5
1515,101.91,4,2024-04-14 16:14:04.256927,1,10.67,2,15.38,Junaid,4
1516,8.74,18,2023-10-18 16:14:04.256931,1,3.9,0,0.0,Arif,1
1517,325.5,49,2023-10-13 16:14:04.256937,3,29.68,0,0.0,Ali,2
1518,449.53,19,2023-11-07 16:14:04.256942,3,25.97,0,0.0,Arif,3
1519,125.52,43,2023-11-26 16:14:04.256947,0,0.0,2,26.72,Ramzan,2
1520,463.88,35,2023-09-03 16:14:04.256952,3,22.25,1,4.41,Ramzan,2
1521,34.83,40,2024-03-19 16:14:04.256958,3,0.4,0,0.0,Junaid,2
1522,467.55,14,2024-02-19 16:14:04.256963,3,17.18,1,4.99,Ali,3
1523,179.05,33,2023-11-01 16:14:04.256968,1,6.03,0,0.0,Ali,3
1524,55.2,14,2023-12-05 16:14:04.256973,2,43.02,0,0.0,Arif,3
1525,245.51,34,2024-04-04 16:14:04.256978,0,0.0,0,0.0,Junaid,3
1526,132.1,4,2024-01-13 16:14:04.256983,2,34.7,0,0.0,Ali,2
1527,146.01,24,2023-12-18 16:14:04.256988,2,23.89,0,0.0,Ramzan,5
1528,157.11,29,2023-10-28 16:14:04.256993,3,11.45,1,27.67,Arif,5
1529,402.5,19,2024-01-25 16:14:04.256998,0,0.0,0,0.0,Asif,3
1530,271.88,6,2024-07-13 16:14:04.257003,2,4.47,1,15.5,Ramzan,4
1531,159.1,33,2023-09-08 16:14:04.257008,2,40.3,2,12.16,Junaid,1
1532,307.12,49,2024-07-05 16:14:04.257014,0,0.0,0,0.0,Ali,4
1533,359.49,40,2023-10-02 16:14:04.257019,3,5.16,1,29.08,Ramzan,4
1534,139.95,19,2023-10-04 16:14:04.257025,2,18.38,2,19.13,Asif,4
1535,209.71,1,2023-11-24 16:14:04.257030,1,14.96,2,26.36,Asif,5
1536,65.33,5,2024-05-14 16:14:04.257502,2,19.14,2,21.84,Junaid,1
1537,94.67,27,2024-01-25 16:14:04.257520,1,40.67,1,24.64,Ramzan,4
1538,342.15,16,2024-01-14 16:14:04.257527,3,43.72,0,0.0,Arif,3
1539,94.81,6,2024-05-08 16:14:04.257532,2,32.08,0,0.0,Ramzan,5
1540,264.96,40,2024-02-03 16:14:04.257537,0,0.0,1,28.42,Asif,3
1541,355.98,13,2024-03-12 16:14:04.257542,0,0.0,0,0.0,Junaid,3
1542,57.9,48,2024-01-13 16:14:04.257547,2,33.86,1,6.5,Junaid,4
1543,285.82,35,2024-02-10 16:14:04.257552,3,3.42,0,0.0,Arif,3
1544,132.0,19,2024-02-02 16:14:04.257557,3,28.16,2,18.2,Junaid,1
1545,481.65,12,2024-07-15 16:14:04.257562,0,0.0,0,0.0,Junaid,3
1546,244.36,16,2024-03-25 16:14:04.257567,2,30.52,1,14.14,Junaid,4
1547,403.97,43,2024-01-27 16:14:04.257572,3,8.21,1,14.45,Junaid,3
1548,277.36,10,2024-03-25 16:14:04.257577,0,0.0,2,6.58,Junaid,5
1549,26.49,25,2023-09-27 16:14:04.257582,1,17.56,1,12.32,Asif,5
1550,318.41,20,2024-04-24 16:14:04.257587,2,10.65,0,0.0,Ramzan,5
1551,475.94,31,2024-02-23 16:14:04.257592,1,37.41,0,0.0,Ali,2
1552,302.8,4,2024-06-15 16:14:04.257597,1,45.99,2,4.28,Junaid,5
1553,410.5,44,2023-09-16 16:14:04.257603,3,30.8,1,17.48,Ali,5
1554,442.68,23,2024-01-03 16:14:04.257608,3,22.12,2,23.02,Ali,2
1555,117.9,2,2024-07-29 16:14:04.257613,3,10.86,0,0.0,Asif,5
1556,109.96,22,2024-07-17 16:14:04.257618,2,44.83,2,18.7,Junaid,4
1557,307.44,37,2024-07-20 16:14:04.257623,1,7.0,1,15.32,Ali,5
1558,208.46,8,2024-07-16 16:14:04.257628,2,6.16,2,5.03,Junaid,5
1559,420.73,7,2024-01-24 16:14:04.257633,3,36.5,1,20.57,Arif,2
1560,450.51,14,2024-07-14 16:14:04.257638,1,17.58,1,27.67,Arif,4
1561,179.94,3,2024-02-24 16:14:04.257642,2,21.47,0,0.0,Arif,3
1562,122.25,50,2024-06-27 16:14:04.257648,2,39.55,0,0.0,Ali,1
1563,391.36,16,2023-11-22 16:14:04.257653,0,0.0,0,0.0,Arif,4
1564,141.03,19,2024-08-02 16:14:04.257659,2,12.39,1,17.9,Asif,3
1565,412.19,18,2023-11-06 16:14:04.257664,3,32.23,2,2.07,Asif,4
1566,214.75,16,2023-11-19 16:14:04.257669,2,12.41,1,11.35,Ali,3
1567,335.44,8,2023-11-19 16:14:04.257674,1,30.05,0,0.0,Junaid,3
1568,52.29,33,2024-03-17 16:14:04.257679,2,36.06,0,0.0,Ramzan,4
1569,313.81,49,2023-09-24 16:14:04.257684,0,0.0,2,3.97,Junaid,2
1570,228.63,12,2024-07-01 16:14:04.257689,1,14.25,0,0.0,Junaid,4
1571,295.37,11,2024-02-04 16:14:04.257694,1,47.06,0,0.0,Junaid,4
1572,88.17,5,2024-03-04 16:14:04.257699,0,0.0,0,0.0,Junaid,3
1573,369.75,27,2023-09-27 16:14:04.257704,3,1.34,2,0.5,Ramzan,1
1574,432.08,12,2024-01-29 16:14:04.257709,1,42.35,1,15.68,Arif,3
1575,112.29,17,2024-08-06 16:14:04.257715,3,43.79,0,0.0,Junaid,5
1576,52.38,6,2024-04-07 16:14:04.257720,1,10.27,2,27.28,Asif,4
1577,16.7,33,2023-10-30 16:14:04.257725,1,30.35,0,0.0,Ali,4
1578,322.78,5,2024-03-26 16:14:04.257730,3,9.43,2,20.53,Ali,2
1579,305.51,28,2024-03-05 16:14:04.257735,1,19.59,0,0.0,Asif,3
1580,275.62,14,2024-07-10 16:14:04.257740,3,32.31,2,24.8,Junaid,2
1581,119.81,5,2023-11-11 16:14:04.257744,0,0.0,0,0.0,Ramzan,4
1582,198.5,33,2023-12-17 16:14:04.257750,3,39.19,1,18.17,Arif,3
1583,299.27,50,2024-05-16 16:14:04.257755,0,0.0,0,0.0,Ali,3
1584,250.9,48,2024-06-14 16:14:04.257759,1,39.69,2,5.32,Arif,5
1585,493.95,41,2023-10-01 16:14:04.257764,3,11.97,0,0.0,Ramzan,5
1586,72.54,19,2023-12-30 16:14:04.258250,1,19.29,1,27.05,Ali,1
1587,349.1,22,2024-05-10 16:14:04.258273,3,12.05,0,0.0,Arif,5
1588,205.14,5,2024-07-08 16:14:04.258279,0,0.0,2,17.99,Ramzan,3
1589,216.96,2,2024-03-06 16:14:04.258284,0,0.0,2,26.33,Arif,5
1590,360.21,30,2023-11-22 16:14:04.258289,3,31.9,1,15.94,Junaid,1
1591,347.76,47,2024-02-26 16:14:04.258295,0,0.0,2,22.57,Ramzan,4
1592,495.67,39,2024-07-05 16:14:04.258300,1,3.55,0,0.0,Arif,5
1593,68.56,4,2024-04-12 16:14:04.258307,1,44.44,0,0.0,Junaid,3
1594,56.53,33,2023-11-13 16:14:04.258312,2,0.6,0,0.0,Junaid,4
1595,363.55,13,2024-05-09 16:14:04.258318,0,0.0,2,2.8,Ramzan,3
1596,291.3,20,2024-01-26 16:14:04.258322,1,18.05,0,0.0,Asif,4
1597,140.71,7,2023-11-19 16:14:04.258328,3,15.82,0,0.0,Ali,3
1598,44.31,15,2023-10-19 16:14:04.258333,0,0.0,0,0.0,Ramzan,5
1599,47.4,23,2023-10-23 16:14:04.258338,1,19.34,1,19.78,Junaid,5
1600,447.62,14,2023-09-22 16:14:04.258343,0,0.0,2,27.06,Junaid,1
1601,99.97,23,2023-10-08 16:14:04.258349,3,41.95,2,16.18,Ramzan,4
1602,165.07,19,2023-11-21 16:14:04.258354,1,21.04,2,0.04,Asif,1
1603,117.19,29,2024-08-19 16:14:04.258359,2,27.32,1,28.13,Ali,2
1604,180.72,20,2023-10-26 16:14:04.258463,2,8.64,2,20.36,Arif,5
1605,39.36,29,2023-10-01 16:14:04.258480,0,0.0,1,12.94,Ramzan,4
1606,261.93,24,2023-09-12 16:14:04.258487,3,23.55,1,12.62,Ali,1
1607,38.47,18,2024-04-18 16:14:04.258492,1,49.37,2,26.24,Ali,1
1608,401.18,10,2024-08-18 16:14:04.258497,3,3.65,0,0.0,Junaid,2
1609,120.69,41,2024-06-01 16:14:04.258503,1,29.37,0,0.0,Arif,1
1610,272.31,8,2024-04-15 16:14:04.258508,0,0.0,2,20.93,Ramzan,3
1611,440.64,26,2023-09-08 16:14:04.258747,1,0.69,2,12.87,Junaid,5
1612,327.18,29,2024-03-27 16:14:04.258763,3,10.79,1,28.15,Junaid,1
1613,268.81,10,2024-03-12 16:14:04.258770,3,46.13,2,14.46,Asif,1
1614,165.55,17,2024-03-06 16:14:04.258775,0,0.0,1,23.06,Ali,2
1615,169.84,2,2024-08-29 16:14:04.258780,3,47.43,2,10.52,Ramzan,3
1616,336.4,6,2024-06-01 16:14:04.258785,1,19.9,0,0.0,Ramzan,1
1617,497.1,5,2024-06-20 16:14:04.258790,0,0.0,0,0.0,Ramzan,5
